movie_id,date,movie_rating,rating_count,rating_weight
30122633,2018-08-17(中国大陆),6.9,318308,"11.0%,34.8%,43.0%,9.4%,1.8%"
10574622,2012-12-12(中国大陆),7.5,664960,"18.5%,42.7%,32.9%,4.6%,1.3%"
1866479,"2012-05-05(中国大陆),2012-05-04(美国)",8.2,563071,"33.4%,46.4%,18.0%,1.7%,0.5%"
3011235,"2011-08-04(中国大陆),2011-07-15(美国)",8.9,587516,"55.4%,34.0%,9.8%,0.7%,0.2%"
1866471,"2011-05-08(中国大陆),2011-05-06(美国)",7.1,281565,"13.2%,35.1%,44.6%,6.2%,0.8%"
25986662,2019-02-05(中国大陆),6.4,589369,"8.1%,27.1%,45.1%,15.7%,4.1%"
5350027,"2017-12-22(中国大陆),2018-02-24(日本)",6.9,610893,"13.2%,36.1%,38.3%,9.5%,2.9%"
25815034,"2016-09-30(中国大陆),2020-07-24(中国大陆重映)",8.0,604759,"27.7%,47.0%,22.1%,2.6%,0.6%"
24751756,"2015-12-24(中国大陆),2015-09-09(威尼斯电影节)",7.6,643129,"24.0%,41.8%,27.9%,4.3%,1.9%"
26213252,2019-03-08(美国/中国大陆),6.9,437096,"9.8%,33.9%,47.9%,7.2%,1.2%"
7065154,"2014-10-10(中国大陆),2014-07-21(洛杉矶首映),2014-08-01(美国)",8.1,432782,"29.0%,48.5%,20.0%,1.9%,0.5%"
5045678,2016-07-08(中国大陆),6.9,441361,"16.8%,30.9%,36.3%,11.3%,4.6%"
2353023,"2010-05-14(中国大陆),2010-03-18(俄罗斯),2010-03-26(美国)",8.7,586523,"47.3%,42.1%,10.0%,0.4%,0.1%"
1907966,"2013-04-20(中国大陆),2013-02-15(柏林电影节),2013-03-22(美国)",8.7,658861,"46.2%,41.4%,11.6%,0.7%,0.1%"
4920528,"2011-08-19(中国台湾),2012-01-06(中国大陆)",8.1,751511,"31.2%,45.4%,20.9%,1.9%,0.5%"
11525673,"2014-02-06(柏林电影节),2014-03-28(美国)",8.9,678572,"53.2%,37.1%,8.8%,0.7%,0.2%"
2051007,2010-11-19(中国大陆/英国),8.3,378309,"36.7%,44.1%,17.3%,1.5%,0.3%"
25872311,"2017-05-19(中国大陆),2016-09-09(多伦多电影节),2016-10-07(西班牙),2017-01-06(美国)",7.3,41349,"15.6%,38.7%,39.2%,5.7%,0.7%"
10741834,"2015-05-12(中国大陆),2015-05-01(美国)",7.5,430827,"19.2%,41.4%,34.0%,4.5%,0.9%"
25864085,"2015-11-25(中国大陆),2015-10-02(美国)",8.5,539057,"37.4%,49.3%,12.3%,0.7%,0.2%"
3025375,"2016-11-04(中国大陆/美国),2016-10-25(英国)",7.6,486316,"18.9%,47.8%,29.7%,3.1%,0.5%"
30318116,"2019-11-29(中国大陆),2019-09-07(多伦多电影节),2019-11-27(美国)",8.2,595712,"28.1%,54.5%,16.4%,0.9%,0.1%"
26325320,"2016-12-08(中国大陆),2016-09-04(威尼斯电影节),2016-11-04(美国)",8.7,619138,"46.1%,42.1%,10.6%,0.8%,0.2%"
21937452,2013-10-02(韩国),9.3,490564,"67.8%,27.9%,4.0%,0.2%,0.1%"
26925317,2018-06-29(中国大陆),7.2,456280,"11.9%,46.0%,35.4%,5.3%,1.4%"
3649049,"2011-12-15(中国大陆),2011-12-23(美国)",8.2,526324,"32.6%,47.2%,17.5%,2.0%,0.8%"
25820460,"2016-05-06(中国大陆/美国),2016-04-12(加州首映)",7.9,398770,"26.5%,45.1%,24.5%,2.9%,1.0%"
26799731,"2017-01-22(圣丹斯电影节),2017-11-24(美国)",8.9,501953,"56.3%,33.0%,9.2%,1.0%,0.4%"
3066739,2010-05-07(中国大陆/美国),7.6,349994,"20.7%,43.7%,32.1%,3.1%,0.4%"
2334904,"2010-02-13(柏林电影节),2010-02-19(美国)",8.8,721975,"50.5%,40.6%,8.2%,0.5%,0.1%"
24753477,"2017-09-08(中国大陆),2017-06-28(洛杉矶首映),2017-07-07(美国)",7.4,363111,"14.5%,45.5%,35.5%,3.8%,0.7%"
3231742,"2013-05-01(中国大陆),2013-04-18(伦敦首映),2013-05-03(美国)",7.8,368049,"24.3%,46.0%,26.6%,2.5%,0.5%"
25887288,2019-11-22(美国/中国大陆),7.2,300719,"14.8%,36.2%,41.8%,6.3%,0.8%"
1866473,"2015-10-16(中国大陆),2015-07-17(美国)",7.7,379519,"17.8%,50.3%,29.5%,2.1%,0.3%"
27622447,"2018-08-03(中国大陆),2018-05-13(戛纳电影节),2018-06-08(日本)",8.7,634524,"45.1%,44.4%,9.6%,0.7%,0.2%"
6390825,"2018-03-09(中国大陆),2018-02-16(美国)",6.5,387382,"6.6%,27.3%,52.0%,11.9%,2.2%"
6390823,"2014-04-04(美国/中国大陆),2014-03-13(加州首映)",8.0,380184,"26.7%,49.6%,21.8%,1.6%,0.4%"
26366496,2018-07-13(中国大陆),7.0,583448,"13.9%,37.2%,38.3%,8.3%,2.2%"
27133303,2018-05-18(中国大陆),6.8,447016,"8.1%,35.5%,47.7%,7.5%,1.1%"
26709258,"2019-09-07(中国大陆),2019-08-27(大规模点映)",8.2,417927,"34.9%,43.0%,18.9%,2.5%,0.5%"
25827935,"2016-09-14(中国大陆),2016-10-27(中国香港)",7.6,523359,"18.5%,48.1%,29.1%,3.5%,0.9%"
26862259,2017-01-28(中国大陆),6.8,490603,"11.0%,33.4%,42.4%,10.0%,3.3%"
26942674,"2018-01-19(中国大陆),2017-10-18(印度)",7.7,363922,"23.2%,44.7%,28.1%,3.4%,0.6%"
30238963,"2020-11-06(中国大陆),2018-06-20(上海电影节),2018-11-29(马来西亚)",7.5,6512,"13.6%,51.9%,30.5%,3.6%,0.4%"
25723907,2015-07-16(中国大陆),6.7,439924,"10.1%,31.9%,44.2%,10.2%,3.6%"
25937854,"2017-05-05(中国大陆/美国),2017-04-19(洛杉矶首映)",8.0,392569,"28.2%,46.9%,22.2%,2.3%,0.4%"
25821634,"2017-11-03(美国/中国大陆),2017-10-24(英国)",7.4,354573,"16.2%,44.5%,34.3%,4.3%,0.7%"
26931786,"2019-06-28(中国大陆),2019-07-02(美国)",7.7,494912,"22.1%,46.9%,27.5%,3.0%,0.6%"
26393561,"2018-03-02(中国大陆),2015-07-17(印度)",8.4,384613,"41.4%,41.5%,15.1%,1.7%,0.3%"
2138838,"2011-09-09(中国大陆),2011-07-19(加州首映),2011-07-22(美国)",7.1,306984,"14.2%,34.4%,42.9%,7.3%,1.3%"
6873143,"2017-03-03(中国大陆),2017-01-27(美国)",7.7,318268,"23.2%,43.6%,29.5%,3.3%,0.5%"
26575103,2018-02-16(中国大陆),5.0,305099,"2.3%,7.9%,39.6%,36.6%,13.7%"
21318488,"2014-09-26(纽约电影节),2014-10-03(美国)",8.7,689074,"47.8%,42.7%,8.7%,0.6%,0.2%"
6560058,2013-11-08(中国大陆/美国),7.4,286407,"16.4%,43.2%,36.1%,3.8%,0.6%"
10777687,2013-01-23(韩国),8.9,409220,"56.2%,34.5%,8.3%,0.8%,0.2%"
4202982,"2014-02-05(中国大陆),2013-11-27(美国)",8.4,557636,"37.0%,46.6%,15.1%,1.0%,0.2%"
27045615,"2020-11-06(中国大陆),2018-05-16(戛纳电影节),2018-07-20(日本)",6.6,16165,"8.6%,29.6%,48.8%,11.3%,1.7%"
25900945,2017-03-17(中国大陆/美国),7.2,328146,"14.0%,37.3%,41.9%,5.9%,0.8%"
25934014,"2017-02-14(中国大陆),2016-08-31(威尼斯电影节),2016-12-25(美国)",8.4,633290,"41.7%,38.8%,16.7%,2.2%,0.6%"
26636712,"2018-08-24(中国大陆),2018-07-06(美国)",7.3,394339,"12.0%,46.0%,38.1%,3.5%,0.4%"
30269016,2019-12-20(中国大陆),7.4,430121,"15.4%,46.4%,32.7%,4.5%,0.9%"
10463953,"2015-07-21(中国大陆),2014-11-14(英国),2014-12-25(美国)",8.7,468470,"46.5%,42.7%,10.1%,0.5%,0.1%"
26366465,"2015-08-15(中国台湾),2015-11-19(中国大陆)",7.8,494538,"25.7%,45.4%,24.9%,3.1%,0.9%"
20376577,2013-06-27(中国大陆),4.8,361715,"5.7%,9.6%,31.6%,26.1%,27.0%"
3077742,"2014-02-28(中国大陆),2014-02-12(美国)",6.4,77116,"5.5%,23.3%,56.9%,12.3%,1.9%"
30282387,"2019-07-18(中国大陆),2019-07-13(大规模点映)",6.3,312636,"10.3%,24.7%,41.7%,17.7%,5.6%"
6311303,2017-05-26(中国大陆/美国),7.2,306015,"14.4%,40.4%,38.9%,5.6%,0.7%"
26787574,"2018-01-19(中国大陆),2017-11-17(美国)",8.6,444327,"44.4%,43.8%,11.1%,0.6%,0.1%"
5300054,"2019-03-22(中国大陆),2018-11-02(美国)",8.7,443533,"50.3%,37.8%,10.6%,1.1%,0.2%"
25726614,"2016-11-25(中国大陆),2016-11-18(美国/英国)",7.8,489948,"23.9%,45.0%,27.4%,3.2%,0.5%"
3718279,2016-02-12(美国),7.8,377966,"22.6%,47.5%,26.8%,2.6%,0.5%"
26280528,2016-09-29(中国大陆),5.3,276749,"5.3%,13.2%,36.7%,28.8%,16.0%"
26884354,"2019-07-12(中国大陆),2019-07-19(美国)",7.4,304864,"16.7%,40.5%,37.3%,4.7%,0.7%"
10577869,2013-09-04(英国),8.7,430548,"50.3%,37.9%,10.8%,0.8%,0.2%"
26277313,2015-07-10(中国大陆),8.3,577075,"37.9%,41.9%,17.1%,2.2%,0.8%"
26926321,2017-09-29(中国大陆),6.6,295126,"11.0%,28.7%,43.1%,13.4%,3.8%"
26611804,"2018-03-02(中国大陆),2017-09-04(威尼斯电影节),2017-12-01(美国)",8.7,642044,"46.4%,43.4%,9.4%,0.7%,0.2%"
4864908,"2018-09-30(中国大陆),2018-09-06(威尼斯电影节)",7.2,494791,"13.5%,44.0%,34.9%,6.0%,1.5%"
26607693,"2017-09-01(中国大陆),2017-07-13(伦敦首映),2017-07-21(美国)",8.4,574813,"39.2%,45.5%,13.8%,1.1%,0.3%"
26662193,2017-12-29(中国大陆),5.5,339435,"5.3%,16.1%,40.7%,25.3%,12.7%"
3364223,"2013-08-30(中国大陆),2013-05-01(纽约首映),2013-05-10(美国)",7.9,492007,"24.9%,47.6%,24.8%,2.4%,0.4%"
23761370,"2015-04-12(中国大陆),2015-04-03(美国)",8.3,404980,"39.2%,42.1%,16.3%,1.8%,0.6%"
5989818,2011-09-17(日本),8.9,387630,"54.7%,34.7%,9.6%,0.8%,0.2%"
3395373,"2012-08-27(中国大陆),2012-07-20(美国)",8.8,550793,"51.2%,37.8%,9.9%,0.8%,0.2%"
6517421,"2013-10-10(中国大陆),2013-05-21(纽约首映),2013-05-31(美国)",7.7,439219,"20.0%,49.2%,27.4%,2.9%,0.5%"
24753810,2015-04-02(中国大陆),6.9,235051,"14.6%,33.6%,38.5%,8.8%,4.4%"
26260853,"2017-04-14(美国/中国大陆),2017-04-12(法国)",7.0,294213,"13.3%,36.8%,40.6%,7.6%,1.7%"
4237879,2010-06-04(中国大陆),7.7,500473,"19.6%,49.6%,27.7%,2.6%,0.5%"
26683723,2018-04-28(中国大陆),5.9,317344,"7.0%,19.7%,43.6%,21.4%,8.3%"
21937445,2013-12-18(韩国),9.2,469567,"66.4%,28.9%,4.4%,0.2%,0.1%"
24404677,"2014-10-24(中国大陆),2014-07-25(美国),2014-08-06(法国)",7.3,441415,"17.7%,39.3%,35.8%,6.0%,1.2%"
27092785,2018-09-30(中国大陆),4.7,265929,"2.3%,7.7%,31.9%,36.9%,21.3%"
10831445,"2016-05-06(中国大陆),2017-04-20(中国大陆重映),2013-09-25(金鸡百花电影节)",8.2,233370,"35.0%,44.6%,17.7%,2.2%,0.6%"
24405378,"2015-03-27(中国大陆),2014-12-13(BNAT电影节),2015-01-29(英国)",8.4,547741,"37.5%,46.2%,14.6%,1.3%,0.4%"
27102569,"2018-09-21(中国大陆),2020-08-14(中国大陆重映)",5.9,207114,"7.2%,20.2%,41.4%,22.6%,8.8%"
1652592,"2019-02-05(中国台湾),2019-02-22(中国大陆),2019-02-14(美国)",7.5,509538,"18.9%,43.2%,32.5%,4.6%,0.8%"
26374197,"2018-12-21(中国大陆),2018-12-14(美国)",8.6,500129,"45.9%,40.5%,12.4%,0.9%,0.2%"
6850547,2019-06-21(美国/中国大陆),8.6,251743,"43.5%,42.6%,12.9%,0.8%,0.1%"
30327842,"2019-11-07(中国香港),2019-10-23(韩国)",8.6,291357,"42.0%,45.7%,11.3%,0.8%,0.2%"
1978709,"2010-09-01(威尼斯电影节),2010-12-17(美国)",8.6,660509,"42.0%,45.3%,11.6%,0.8%,0.2%"
25716096,"2018-12-07(中国大陆),2013-10-11(华语青年影像论坛)",8.2,415523,"34.1%,45.3%,17.1%,2.5%,0.9%"
26628357,2015-12-25(瑞典),8.9,305814,"52.1%,39.3%,8.0%,0.5%,0.1%"
24719063,"2015-08-27(中国大陆),2015-06-15(上海电影节)",8.2,473486,"29.0%,52.2%,17.0%,1.5%,0.3%"
25812712,"2017-07-07(中国大陆),2017-06-14(安锡动画电影节),2017-06-30(美国)",6.8,212159,"10.5%,31.6%,48.3%,8.6%,1.1%"
4873490,2011-11-08(中国大陆),7.2,534919,"13.6%,41.1%,39.3%,5.0%,1.0%"
26340419,"2017-12-08(中国大陆),2017-11-10(英国)",8.1,217356,"28.1%,49.6%,20.7%,1.4%,0.2%"
27624661,"2018-11-30(中国台湾),2019-03-14(中国大陆)",4.8,148692,"4.2%,10.2%,31.5%,30.5%,23.5%"
10450409,2011-09-09(中国台湾),8.9,82839,"54.2%,37.2%,7.7%,0.6%,0.2%"
10574468,"2013-03-21(中国大陆),2016-03-29(重映)",7.3,526223,"15.1%,42.1%,36.8%,4.9%,1.2%"
25829175,2018-02-16(中国大陆),4.4,130340,"3.2%,6.8%,25.4%,36.0%,28.5%"
10741643,"2015-05-22(中国大陆),2014-12-19(印度)",8.4,309625,"38.6%,45.4%,14.3%,1.3%,0.3%"
26290365,2015-12-24(中国大陆),4.2,139772,"4.4%,6.3%,22.7%,29.3%,37.2%"
26270502,"2017-07-19(中国大陆),2017-06-18(上海电影节)",7.2,338288,"11.3%,45.8%,37.2%,4.9%,0.9%"
25773932,"2014-01-16(圣丹斯电影节),2014-10-10(美国)",8.7,431289,"47.2%,40.5%,10.9%,1.0%,0.4%"
27202819,2019-04-04(中国大陆),6.0,136648,"4.3%,19.1%,53.9%,19.3%,3.4%"
26891256,2019-05-24(美国/中国大陆),7.5,263804,"17.0%,46.5%,32.8%,3.3%,0.4%"
25786060,"2016-06-03(中国大陆),2016-05-09(伦敦首映),2016-05-27(美国)",7.7,330048,"21.2%,46.5%,28.7%,3.0%,0.6%"
3718424,"2013-10-17(中国大陆),2013-07-26(美国)",6.6,173587,"10.0%,26.8%,47.6%,13.2%,2.3%"
25779218,2014-12-05(中国大陆),5.5,227820,"5.7%,14.6%,42.0%,26.1%,11.5%"
3227410,2011-05-20(美国/中国大陆),7.7,307025,"21.8%,45.6%,29.4%,2.8%,0.4%"
27198855,"2018-12-14(中国大陆),2018-02-09(印度)",7.7,85059,"18.5%,49.8%,29.4%,2.0%,0.3%"
3168089,"2011-05-25(纽约首映),2011-06-01(英国),2011-06-03(美国)",8.2,295220,"29.3%,53.2%,16.5%,0.8%,0.2%"
26606743,2017-03-31(中国大陆),6.3,251071,"5.1%,25.0%,54.4%,13.3%,2.2%"
3592854,"2015-05-14(澳大利亚),2015-05-15(美国)",8.6,398385,"47.9%,37.8%,12.2%,1.5%,0.6%"
30159567,"2020-06-11(中国香港),2019-11-17(香港亚洲电影节)",7.7,11202,"14.8%,56.3%,26.3%,2.0%,0.6%"
26588308,"2019-01-25(中国大陆),2018-05-18(美国)",7.3,361220,"14.2%,42.8%,37.0%,5.1%,0.9%"
25790761,"2017-11-10(美国/中国大陆),2017-11-03(英国)",6.9,256712,"9.2%,36.1%,46.9%,7.0%,0.8%"
5322596,2011-04-25(翠贝卡电影节),8.9,361408,"55.5%,35.0%,8.4%,0.8%,0.2%"
25717233,"2014-09-30(中国大陆),2014-09-06(多伦多电影节)",7.2,441161,"14.1%,39.6%,38.4%,6.5%,1.4%"
25798222,"2014-09-25(中国大陆),2015-01-22(中国香港),2014-08-28(威尼斯电影节)",8.4,423901,"37.0%,48.5%,13.5%,0.8%,0.2%"
10808442,2013-06-14(美国),8.8,258113,"53.8%,35.4%,9.6%,0.9%,0.3%"
6844868,"2013-12-19(中国大陆),2012-10-31(韩国)",8.0,191260,"29.5%,45.0%,22.2%,2.7%,0.7%"
6890730,2012-11-08(中国大陆/中国香港),7.5,312567,"14.3%,50.1%,32.2%,2.8%,0.4%"
27140071,"2018-10-05(中国大陆),2018-06-17(上海电影节)",7.4,182918,"14.0%,46.1%,35.3%,3.9%,0.6%"
27663742,2019-03-22(中国大陆),6.7,231993,"9.3%,31.1%,46.7%,10.9%,2.0%"
3077412,2015-12-18(中国大陆),7.4,517550,"17.6%,44.2%,32.0%,5.0%,1.3%"
26885074,2019-12-20(中国大陆),6.9,248823,"11.1%,35.0%,43.5%,8.9%,1.5%"
26419637,2015-07-31(印度),8.5,129896,"39.8%,48.2%,11.0%,0.8%,0.2%"
3075287,"2011-08-30(中国大陆),2011-03-11(西南偏南电影节),2011-04-01(美国)",8.5,640641,"37.7%,48.6%,12.9%,0.7%,0.1%"
30221757,2019-08-01(中国大陆),6.5,267813,"10.6%,26.5%,44.9%,14.0%,4.0%"
5308265,"2013-02-07(中国香港/中国台湾),2013-02-10(中国大陆)",7.1,526302,"14.7%,38.5%,37.2%,7.4%,2.2%"
26426056,2019-10-18(美国/中国大陆),6.1,145427,"6.5%,19.7%,49.0%,20.5%,4.3%"
25977027,"2016-05-14(戛纳电影节),2016-06-01(韩国)",8.3,261790,"33.7%,47.6%,16.9%,1.4%,0.3%"
4218768,2012-06-28(中国大陆),6.0,232156,"5.8%,18.3%,51.1%,19.9%,4.9%"
26411409,2015-12-03(中国大陆),4.6,83277,"11.6%,6.1%,19.6%,28.1%,34.6%"
26289144,2015-08-13(中国大陆),7.4,356301,"17.0%,42.7%,34.2%,5.0%,1.1%"
11529526,"2013-05-17(中国大陆),2013-05-30(中国香港)",7.6,551817,"18.2%,48.1%,29.9%,3.1%,0.7%"
25917973,"2015-10-16(中国大陆),2014-07-21(FIRST青年影展),2014-08-28(威尼斯电影节)",8.7,378796,"46.7%,43.7%,8.6%,0.7%,0.2%"
6791750,2013-07-20(日本),8.1,188247,"31.4%,44.8%,21.5%,1.9%,0.4%"
25745752,2015-04-24(中国大陆),5.6,213513,"6.1%,14.8%,42.9%,25.3%,10.9%"
30423193,2019-08-07(中国大陆),6.3,167706,"5.4%,24.1%,53.6%,14.9%,2.1%"
6534248,"2012-11-06(中国大陆),2012-11-02(美国)",8.7,408114,"47.6%,40.9%,10.8%,0.6%,0.1%"
27191431,"2019-03-15(中国大陆),2018-09-08(多伦多电影节)",7.7,239670,"15.7%,56.4%,26.1%,1.7%,0.2%"
26394152,"2019-01-04(中国大陆),2018-12-21(美国)",7.0,330842,"11.5%,38.0%,42.2%,7.2%,1.1%"
4023638,"2012-02-24(中国大陆),2010-09-06(特柳赖德电影节),2010-12-25(美国),2011-01-07(英国)",8.4,501217,"35.1%,50.6%,13.4%,0.7%,0.1%"
26850326,2017-03-24(中国大陆),2.6,24476,"0.8%,0.8%,4.5%,15.0%,79.0%"
4202302,2010-07-17(日本),8.8,417230,"51.3%,39.5%,8.8%,0.4%,0.1%"
4917726,2011-05-04(韩国),8.8,482095,"51.5%,37.7%,9.7%,0.8%,0.2%"
1858711,"2010-06-16(中国大陆),2010-06-18(美国)",8.8,385409,"53.0%,36.8%,9.6%,0.5%,0.1%"
25710912,2015-09-25(中国大陆),5.7,340980,"5.3%,15.4%,45.4%,25.4%,8.6%"
27024959,"2019-06-13(中国大陆),2017-12-28(俄罗斯)",8.2,137914,"31.0%,51.2%,16.5%,1.2%,0.2%"
25870084,"2015-01-08(中国大陆),2015-01-23(中国台湾)",7.1,338093,"13.9%,38.3%,39.4%,6.3%,2.1%"
30377703,2018-12-28(中国大陆),5.8,248148,"3.5%,17.6%,48.6%,24.3%,6.0%"
4840388,2019-02-05(中国大陆),5.7,353401,"8.8%,17.6%,35.5%,25.6%,12.6%"
2336785,"2010-03-26(中国大陆),2010-03-05(美国)",7.3,339641,"15.0%,40.9%,39.4%,4.3%,0.5%"
19899707,"2019-03-01(中国大陆),2019-01-03(澳大利亚),2019-02-22(美国)",7.5,212262,"16.9%,43.3%,35.9%,3.6%,0.4%"
25884801,"2017-04-28(中国大陆),2017-04-23(北京电影节)",7.1,308634,"10.5%,43.1%,39.7%,5.8%,0.9%"
